CNB9X75025,2-80,2,213,HP,"LASERJET P2035N",REMOVE,
CNB9S32951,2-43,2,218,HP,"LASERJET P2035N",REMOVE,
CNFB452449,N/A,2,,HP,"LASERJET 1012",REMOVE,
VNB4905434,2-38,2,"SCIENCE OFFICES",HP,"LASERJET PRO P1102W",REMOVE,
USBB261153,2-42,2,216,HP,"LASERJET 4050",REMOVE,
CN1931F0GL057W,2-2,2,"WHITLOCK - PRINCIPAL",HP,"OFFICEJET 6000 E609A",REMOVE,
USBB262119,2-39,2,212,HP,"LASERJET 4050",REMOVE,
B1DW401447W,2-40,2,212,SAMSUNG,ML-2151N,REMOVE,
CNL1C09814,2-12,2,"FOSTER - RECORDS",HP,"LASERJET 1320",REMOVE,
CNB9F24554,2-20,2,HEALTH,HP,"LASERJET P2035N",REMOVE,
VNB3S26274,2-32,2,201,HP,"LASERJET P3015",REPURPOSE,
CN731-80009,N/A,2,,HP,"PHOTOSMART D110",REMOVE,
VNB3F02904,2-30,2,"FACULTY LOUNGE",HP,"LASERJET P2035N",REMOVE,
CNGRD13916,2-33,2,203,HP,"LASERJET 2200DTN",REMOVE,
CNBGD42424,2-35,2,203,HP,"LASERJET CP1025NW",REMOVE,
CND0110879,2-24,2,"MEDIA OFFICE",HP,"COLOR LASERJET CP1518NI",REMOVE,
TH74A250WV04SM,N/A,,,HP,"DESKJET D1341",REMOVE,
U61230FJ931406,2-36,2,"203 - OFFICE",BROTHER,HL-2070N,REMOVE,
U61444F7J132685,2-91,2,"S-201 - SERVER ROOM",BROTHER,HL-5250DN,REMOVE,
VNB3503199,2-28,2,"MEDIA CART",HP,"LASERJET 1022",REMOVE,
21M018503310221999,N/A,2,GYM,LEXMARK,"LEXMARK 4419",REMOVE,
VNB3M30932,2-61,2,"BOYS COACH OFFICE",HP,"LASERJET P2035N",REMOVE,
VNB3Q65681,2-57,2,"229 - SPECIAL ED",HP,"LASERJET PRO P1102W",REMOVE,
CNB9S32486,2-54,2,232,HP,"LASERJET P2035N",REMOVE,
CNBS209560,2-55,2,233,HP,"COLOR LASERJET CP2025N",REMOVE,
MY3C94Q64S,2-56,2,233,HP,"DESKJET 5150",REMOVE,
CNJBC05930,N/A,3,S300,HP,"COLOR LASERJET 3800",REMOVE,
N6881070043,2-45,2,"214 - FACULTY ROOM",STANDARD,"SD 360 DUPLICATOR",REMOVE,
Dumbarton MS Removals.xlsm.csv.0  
"Serial Number","Floor Plan #",Floor,"Suite/Room Number",Manufacturer,Model,"Recommendation State","Pallet Number"
F2650250067,1-7,1,"MAIN OFFICE - FILE ROOM",STANDARD,SD350,REMOVE,
F2660350250,1-23,1,"109 - CLASSROOM",STANDARD,SD350,REMOVE,
F2660250256,1-38,1,"FACULTY ROOM",STANDARD,SD350,REMOVE,
F265065160,2-15,2,"217 - LIBRARY WORKROOM",STANDARD,SD350,REMOVE,
VNB3B49219,2-21,2,"222 - CLASSROOM",HP,"LASERJET PRO P1606DN",REPURPOSE,
VNB3J19023,2-11,2,"213 - CLASSROOM",HP,"LASERJET PRO P1606DN",REPURPOSE,
VNB3B74357,2-20,2,"219 - CLASSROOM",HP,"LASERJET PRO P1606DN",REPURPOSE,
VNB3B93405,1-26,1,"112 - CLASSROOM",HP,"LASERJET PRO P1606DN",REPURPOSE,
VNB3J19021,1-25,1,"113 - CLASSROOM",HP,"LASERJET PRO P1606DN",REPURPOSE,
U63274E2J118351,1-2,1,"MAIN OFFICE LOBBY",BROTHER,INTELLIFAX-2840,REMOVE,
CNBK843243,1-35,1,"HEALTH OFFICE",HP,"LASERJET 1020",REMOVE,
VNB4806963,1-6,1,"MAIN OFFICE - AP PARKER",HP,"LASERJET PRO P1102W",REMOVE,
VNB4220947,1-36,1,"COUNSELOR - TINA DIXON",HP,"LASERJET PRO P1102W",REMOVE,
CNG8B3G0NK,1-3,1,"MAIN OFFICE LOBBY",HP,"LASERJET M1522NF MFP",REMOVE,
VNB4220976,1-44,1,"TRAILER 4 - CLASSROOM",HP,"LASERJET PRO P1102W",REMOVE,
CNB1955866,1-28,1,"124 - CLASSROOM",HP,"LASERJET 1018",REMOVE,
VNB4806961,1-42,1,"TRAILER 2 - CLASSROOM",HP,"LASERJET PRO P1102W",REMOVE,
USBC060518,1-39,1,"CHIEF CUSTODIAN",HP,"LASERJET 4050",REMOVE,
USGR087937,,1,,HP,"LASERJET 2100",REMOVE,
CNB1936253,1-30,1,"122 - CLASSROOM",HP,"LASERJET 1018",REMOVE,
VND3M00325,1-31,1,"120 - SCIENCE CLASSROOM",HP,"LASERJET P1505N",REMOVE,
USCB006386,1-15,1,"SRO OFFICE",HP,"LASERJET 2100",REMOVE,
CNGSB45177,1-33,1,"118 - ART CLASSROOM",HP,"COLOR LASERJET CP2025N",REMOVE,
VNB3234929,1-5,1,"MAIN OFFICE - NESMITH",HP,"LASERJET P2035",KEEP,
VNB3V89716,1-43,1,"TRAILER 3 - CLASSROOM",HP,"LASERJET PRO P1102W",REMOVE,
VND3C42685,1-13,1,"BOYS P.E. OFFICE",HP,"LASERJET P1505N",REMOVE,
VNB3V89777,1-20,1,"100 - MUSIC CLASSROOM",HP,"LASERJET PRO P1102W",REMOVE,
VND3C63392,1-19,1,"101 - MUSIC OFFICE",HP,"LASERJET P1505N",REMOVE,
CNBJL14906,1-17,1,"104 - OFFICE",HP,"LASERJET P2015",REMOVE,
CNBB235048,1-32,1,"119 - ART CLASSROOM",HP,"LASERJET 1200",REMOVE,
CNBB235050,1-34,1,"114 - CLASSROOM",HP,"LASERJET 1200",REMOVE,
CNBB235049,1-12,1,"GIRLS P.E. OFFICE",HP,"LASERJET 1200",REMOVE,
CNBF260110,2-14,2,"218 - CLASSROOM",HP,"LASERJET CP1525NW",REMOVE,
CNGSB01494,2-13,2,"S-8 - STORAGE",HP,"COLOR LASERJET CP2025N",REMOVE,
CN46J84046,2-10,2,"214 - CLASSROOM",HP,"PSC 1315",REMOVE,
CNBB235057,2-7,2,"212 - CLASSROOM",HP,"LASERJET 1200",REMOVE,
USFB056712,2-22,2,"223 - SCIENCE CLASSROOM",HP,"LASERJET 5MP",REMOVE,
USGR087911,2-1,2,"ESOL OFFICE",HP,"LASERJET 2100",REMOVE,
VND3M00375,2-12,2,"215 - CLASSROOM",HP,"LASERJET P1505N",REMOVE,
VND3C42677,2-5,2,"208 - CLASSROOM",HP,"LASERJET P1505N",REMOVE,
CNB9M23239,2-3,2,"206 - CLASSROOM",HP,"LASERJET P2015",REMOVE,
CNBJL14921,2-2,2,"202 - CLASSROOM",HP,"LASERJET P2015",REMOVE,
Dundalk HS Removals.xlsm.csv.0  
"Serial Number","Floor Plan #",Floor,"Suite/Room Number",Manufacturer,Model,"Recommendation State","Pallet Number"
K8556002308,2-65,2,"2157 - OFFICE",SAVIN,8025,REMOVE,
N8630670011,3-14,3,"3160 - FACULTY PLANNING",STANDARD,SD365,REMOVE,
N8630370010,2-43,2,"2131 - TEACHER WORKROOM",STANDARD,SD365,REMOVE,
N8630670015,2-4,2,"2184 - FACULTY WORKROOM",STANDARD,SD365,REMOVE,
CNCCF5105N,N/A,2,"2117 - ASSISTANT PRINCIPAL",HP,"LASERJET 500 COLOR M551",REPURPOSE,
CNCCF3P228,2-8,2,"2159 - CLASSROOM/LAB",HP,"LASERJET 500 COLOR M551",REPURPOSE,
U61443L7J355052,2-60,2,"2138 - OFFICE",BROTHER,HL-5240,REMOVE,TPB
CNCCF4H1RN,3-12,3,"3160 - FACULTY PLANNING",HP,"LASERJET 600 M601",REPURPOSE,
VNB3Y45927,2-9,2,"2159 - CLASSROOM/LAB",HP,"LASERJET P3010 SERIES",REPURPOSE,
VNB4N12150,2-41,2,"2131 - TEACHER WORKROOM",HP,"LASERJET PRO 400 M401DN",REPURPOSE,
CNCCF4H1R5,2-57,2,"2428 - MUSIC OFFICE",HP,"LASERJET 600 M601",REPURPOSE,
CNCCF4G172,3-10,3,"3151 - 9TH GRADE DEAN OFFICE",HP,"LASERJET 600 M601",REPURPOSE,
CNCCF4H1R1,2-7,2,"2166 - OFFICE - MURRAY",HP,"LASERJET 600 M601",REPURPOSE,
VNBCB9N5RJ,2-64,2,"2157 - OFFICE",HP,"LASERJET P3010 SERIES",REPURPOSE,
VND3B05437,3-7,3,"3131 - OFFICE",HP,"LASERJET PRO P1606DN",REPURPOSE,
VND3B05454,3-8,3,"3131 - OFFICE",HP,"LASERJET PRO P1606DN",REPURPOSE,
CN33GBSH3M05RQ,2-21,2,"2121 - GUIDANCE RECEPTION LOBBY",HP,"OFFICEJET 6700 PREMIUM",REMOVE,
CNCCF4H1RB,2-1,2,"2177 - ENGLISH CLASSROOM",HP,"LASERJET 600 M601",REPURPOSE,
CNCCF4H1DY,3-5,3,"3116 - SCIENCE CLASSROOM",HP,"LASERJET 600 M601",REPURPOSE,
CNCCF2D1BK,2-22,2,"2147 - ASST. PRINCIPAL ORTIZ",HP,"LASERJET 500 COLOR M551",REPURPOSE,
CNCCF4H1FF,3-15,3,"3115 - RESOURCE OFFICER",HP,"LASERJET 600 M601",REPURPOSE,
CNCCF4H1RJ,2-62,2,"2155 - OFFICE",HP,"LASERJET 600 M601",REPURPOSE,
CNCCF4H1F2,2-2,2,"2186 - TECH ED CLASSROOM",HP,"LASERJET 600 M601",REPURPOSE,
CNRXH64390,N/A,N/A,N/A,HP,"LASERJET 4250",REPURPOSE,
VNB3Y45924,2-10,2,"2159 - CLASSROOM/LAB",HP,"LASERJET P3010 SERIES",REPURPOSE,
CNCCF4G16X,2-18,2,"2125 - GUIDANCE RECORDS",HP,"LASERJET 600 M601",REPURPOSE,
CNCCF4G16Z,2-20,2,"2123 - OFFICE - HIRSCH",HP,"LASERJET 600 M601",REPURPOSE,
CNCCF4H1RC,2-15,2,"2127 - GUIDANCE OFFICE",HP,"LASERJET 600 M601",REPURPOSE,
CNCCF4H1F6,2-3,2,"2184 - FACULTY WORKROOM",HP,"LASERJET 600 M601",REPURPOSE,
CNB9315284,N/A,N/A,N/A,HP,"LASERJET 2055",REMOVE,
CN89CHZ01K0557,N/A,N/A,N/A,HP,"PHOTOSMART C4480",REMOVE,
CND0102511,3-3,3,"3106 - CLASSROOM",HP,"COLOR LASERJET CP1518NI",REMOVE,
CNCCF4G16P,2-13,2,"2129 - GUIDANCE OFFICE - HUEMMER",HP,"LASERJET 600 M601",REPURPOSE,
CNCCF4G15Q,2-16,2,"2126 - GUIDANCE OFFICE - PERRIELLO",HP,"LASERJET 600 M601",REPURPOSE,
CNBFJ04522,3-4,3,"3116 - SCIENCE CLASSROOM",HP,"LASERJET PRO 200 COLOR M251NW",REMOVE,
CNB9K60267,N/A,2,"CHIEF'S OFFICE",HP,"LASERJET P2035",REMOVE,
VNB3B23053,2-52,2,"2455 - ISS",HP,"LASERJET PRO P1102W",REMOVE,
U61639C1J264393,2-44,2,"2130 - LOUNGE",BROTHER,INTELLIFAX-4100E,REMOVE,
U62712F2N189207,N/A,N/A,N/A,BROTHER,DCP-7065,REMOVE,
CN04CC526905C5,N/A,2,"2115 - SECRETARY",HP,"DESKJET C4480",REMOVE,
CNBK106752,N/A,N/A,N/A,HP,"LASERJET 1022",REMOVE,
MY0554708305DJ,N/A,N/A,N/A,HP,"PHOTOSMART PREMIUM",REMOVE,
CN33GBSH8705RQ,N/A,N/A,N/A,HP,"OFFICEJET 6070",REMOVE,
CN33GBSH6P05RQ,2-33,2,"2115 - ADMIN SECRETARY BLIMLINE",HP,"OFFICEJET 6700 PREMIUM",REMOVE,
CN236341CJ05PX,2-34,2,"2111 - OFFICE - DIETER",HP,"PHOTOSMART 7510 C311A",REMOVE,
N8630670007,1-21,1,"1077 - FACULTY WORKROOM",STANDARD,SD365,REMOVE,
CNGSC17142,N/A,N/A,N/A,HP,"LASERJET CP2025",REMOVE,
MY69D8R05D04Q9,N/A,N/A,N/A,HP,"DESKJET 6940",REMOVE,
CNCCF4G178,1-19,1,"1055 - SCIENCE CLASSROOM",HP,"LASERJET 600 M601",REPURPOSE,
CNCCF4G176,1-23,1,"1059 - OFFICE - EVANS",HP,"LASERJET 600 M601",REPURPOSE,
CNCCF4G16S,1-6,1,"1043 - LIBRARIAN OFFICE",HP,"LASERJET 600 M601",REPURPOSE,
N/A,N/A,N/A,N/A,SHARP,ALL-IN-ONE,REMOVE,
21DKE02294,N/A,N/A,N/A,CANON,"IMAGECLASS MF6596",REMOVE,TPB
CN9CBGG17405G0,N/A,N/A,N/A,HP,"PHOTOSMART C4680",REMOVE,
CNCCF4J01R,1-13,1,"1025 - PSYCHOLOGIST OFFICE",HP,"LASERJET 600 M601",REPURPOSE,
CNCCF4G16L,1-14,1,"1034 - OFFICE - HAMBERG",HP,"LASERJET 600 M601",REPURPOSE,
CNCCF4G17L,1-17,1,"1032 - SEMINAR ROOM",HP,"LASERJET 600 M601",REPURPOSE,
VNB3M14176,N/A,1,"LIBRARY STORAGE",HP,"LASERJET 1606",REMOVE,
VNB3M67514,N/A,1,"LIBRARY STORAGE",HP,"LASERJET 1606",REMOVE,
CNB9348069,N/A,1,"LIBRARY STORAGE",HP,"LASERJET 2055",REMOVE,
CNB9M04253,N/A,1,"LIBRARY STORAGE",HP,"LASERJET 2015",REMOVE,
CNB9009825,N/A,1,"LIBRARY STORAGE",HP,"LASERJET 2055",REMOVE,
VNB3F09830,N/A,1,"LIBRARY STORAGE",HP,"LASERJET 2055",REMOVE,
Dundalk HS TPB.xlsm.csv.0  
"Serial Number","Floor Plan #",Floor,"Suite/Room Number",Manufacturer,Model,"Recommendation State","Pallet Number"
Dundalk MS Removals.xlsm.csv.0  
"Serial Number","Floor Plan #",Floor,"Suite/Room Number",Manufacturer,Model,"Recommendation State","Pallet Number"
CNCB132223,2-7,2,CNCB132223,HP,"LASERJET 1300N",REMOVE,
USGN383227,1-22,1,USGN383227,HP,"LASERJET 1100",REMOVE,
USBDC08853,1-8,1,USBDC08853,HP,"LASERJET 4100",REMOVE,
CNBGH47632,3-2,3,CNBGH47632,HP,"LASERJET 2300",REMOVE,
CNCB132238,1-20,1,CNCB132238,HP,"LASERJET 1300N",REMOVE,
CNBJP81422,2-8,2,CNBJP81422,HP,"LASERJET P2015DN",REMOVE,
M5485400638,2-5,2,M5485400638,SAVIN,9040B,REMOVE,
N6791070210,2-3,2,N6791070210,SAVIN,3180DNP,REMOVE,
U61325C0N366097,1-5,1,U61325C0N366097,BROTHER,INTELLIFAX-2820,REMOVE,
U61325C1N775202,1-17,1,U61325C1N775202,BROTHER,INTELLIFAX-2820,REMOVE,
CNCQ325496,1-7,1,CNCQ325496,HP,"LASERJET 1200",REMOVE,
VNB3N33544,1-11,1,VNB3N33544,HP,"LASERJET PRO P1606DN",REPURPOSE,
F2630450655,,,,GESTETNER,5309L,REMOVE,
Edmondson Heights ES Removals.xlsm.csv.0  
"Serial Number","Floor Plan #",Floor,"Suite/Room Number",Department,Manufacturer,Model,"Recommendation State","Pallet Number"
CN23SBT18B05KC,1-14,1,104,0,HP,"OFFICEJET PRO 8600",REMOVE,TPB
CNGS374868,1-12,1,104,0,HP,"COLOR LASERJET CP2025DN",REMOVE,TPB
VND3H28430,1-15,1,104,0,HP,"LASERJET P1505N",REMOVE,
CN31C9QHDG05RQ,N/A,1,100,0,HP,"OFFICEJET 6700 PREMIUM",REMOVE,TPB
CN33OB3H1K05KD,1-3,1,"MAIN OFFICE",0,HP,"OFFICEJET PRO 8600",REMOVE,
USGW123801,1-1,1,"MAIN OFFICE",0,HP,"LASERJET 2100TN",REMOVE,
VND4N02015,1-16,1,109,0,"HP ","LASERJET P1006",REMOVE,
VND3C21780,1-5,1,"MAIN OFFICE",0,HP,"LASERJET P1505N",REMOVE,
CND88DG016,1-13,1,104,0,HP,"LASERJET 1522NF MFP",REMOVE,
CNHC7BZ07C,1-9,1,115,0,HP,"COLOR LASERJET 2600N",REMOVE,
N/A,1-8,1,"MAIN OFFICE",0,HP,"LASERJET M175NW COLOR",REMOVE,
U63274L3J536945,1-7,1,"MAIN OFFICE",0,BROTHER,INTELLIFAX-2840,REMOVE,
CNBSD08377,2-27,2,205,0,HP,"COLOR LASERJET CP2025DN",REMOVE,
CNBGD59366,N/A,2,LIBRARY,0,HP,"LASERJET 2300N",REMOVE,
CNHC77C0TD,2-26,2,211,0,HP,"COLOR LASERJET 2600N",REMOVE,
CNBF169647,2-22,2,200,0,HP,"COLOR LASERJET CP1525NW",REMOVE,
USPD027482,1-20,1,"GYM OFFICE",0,HP,"LASERJET 1100",REMOVE,
Elmwood ES Removal File.xlsm.csv.0  
"Serial Number","Floor Plan #",Floor,"Suite/Room Number",Department,Manufacturer,Model,"Recommendation State","Pallet Number"
M5415100150,1-17,1,109,0,SAVIN,9040B,REMOVE,
CNCB580329,1-5,1,"MAIN OFFICE - ASSISTANT PRINCIPAL",0,HP,"LASERJET 1300",REMOVE,
USGN383230,1-11,1,102,0,HP,"Laserjet 1100",REMOVE,
USGN383235,1-9,1,108,0,HP,"Laserjet 1100",REMOVE,
CNCB580325,1-6,1,"MAIN OFFICE - PRINCIPAL",0,HP,"LASERJET 1300",REMOVE,
CNL1D40596,1-4,1,"MAIN OFFICE",0,HP,"LASERJET 1320",REMOVE,
CNHC7633LW,1-10,1,104,0,HP,"COLOR LASERJET 2600N",REMOVE,
CNDJC31342,2-27,2,205,0,HP,"Laserjet 2420",REMOVE,
USGR087936,2-25,2,201,0,HP,"Laserjet 2100",REMOVE,
CNCC96Y0BW,1-32,1,LIBRARY,0,HP,"Color Laserjet CP1518NI",REMOVE,
CNB9R90318,1-29,1,111,0,HP,"Laserjet P2035N",REMOVE,
VNB3D61160,1-34,1,119,0,HP,"Laserjet P2035N",REMOVE,
CNB9S57580,1-15,1,103,0,HP,"Laserjet P2035N",REMOVE,
CN972C72KQ052T,1-37,1,"TRAILER B",0,HP,"OFFICEJET J4580",REMOVE,
CNHC7212KX,2-26,2,203,0,HP,"COLOR LASERJET 2600N",REMOVE,
MX01P1W028GI,1-7,1,"NURSE'S OFFICE",0,HP,"DESKJET 812",REMOVE,
CNBJP08441,1-35,1,119,0,HP,"LASERJET P2015",REMOVE,
USFG017783,1-33,1,LIBRARY,0,HP,"LASERJET 1100A",REMOVE,
USGNX65562,1-20,1,109,0,HP,"LASERJET 4200",REMOVE,
CNBJ156189,1-19,1,109,0,HP,"LASERJET 3055",REMOVE,
CN84B160KP052T,1-38,1,"TRAILER C",0,HP,"OFFICEJET J4580",REMOVE,
CNHC71Q1PX,2-23,2,"200-COMPUTER LAB",0,HP,"COLOR LASERJET 2600N",REMOVE,
CN26B137RQ05SY,1-36,1,"TRAILER A",0,HP,"DESKJET 3520",REMOVE,
CNB9S32939,1-15,1,103,0,HP,"LASERJET P2035N",REMOVE,
CNGSC32709,1-12,1,102,0,HP,"COLOR LASERJET CP2025",REMOVE,
N/A,1-16,1,S-4-Counselor,0,DELL,"PHOTO 964 ALL-IN-ONE",REMOVE,
N/A,N/A,1,"RECREATION STORAGE",0,HP,"LASERJET 2100M",REMOVE,
Fort Garrison ES Removals.xlsm.csv.0  
"Serial Number","Floor Plan #",Floor,"Suite/Room Number",Department,Manufacturer,Model,"Recommendation State","Pallet Number"
USGN383219,1-7,1,GUIDANCE,0,HP,"LASERJET 1100",REMOVE,
U61084A6F559028,N/A,1,"NURSES SUITE",0,"BROTHER ",MFC-420CNZ,REMOVE,
CNB9T11400,1-15,1,HEALTH,0,HP,"LASERJET P2035N",REMOVE,
CN12KF40GC05CQ,1-27,1,"TRAILER 2",0,HP,"OFFIRCEJET 4500",REMOVE,
USGN383213,1-14,1,HEALTH,0,HP,"LASRJET 1100",REMOVE,
MY582F3040L0,1-24,1,14,0,HP,"PSC 1610 ALL-IN-ONE",REMOVE,
SGG14E0JC8VL,1-16,1,HEALTH,0,HP,"COLOR COPIER 290",REMOVE,
CN166F20W905CQ,1-9,1,"TRAILER 2",0,HP,"OFFIRCEJET 4500",REMOVE,
CNBJM49231,1-4,1,"ASSISTANT PRINCIPAL",0,HP,"LASERJET P2015DN",REMOVE,
CNBFB73274,1-31,1,3,0,HP,"LASERJET 2300N",REMOVE,
MY72EP23K204MK,1-18,1,"LIBRARY WORKROOM",0,HP,"PHOTOSMART C5180 ",REMOVE,
SGG9CE092JWZ,1-30,1,6,0,HP,"COLOR COPIER 170",REMOVE,
CNBFB70213,1-20,1,"COMPUTER LAB",0,HP,"LASERJET 2300N",REMOVE,
CNBFC98489,N/A,1,"COMPUTER LAB",0,HP,"LASERJET 2300N",REMOVE,
MY278430225M,1-22,1,"COMPUTER LAB",0,HP,"PHOTOSMART 7350",REMOVE,
M5415100155,1-11,1,"FACULTY ROOM",0,SAVIN,9040B,REMOVE,
General Stricker MS 3rd Party Billing.xlsm.csv.0  
"Serial Number","Floor Plan #",Floor,"Suite/Room Number",Manufacturer,Model,"Recommendation State","Pallet Number"
H2411501182,,,,SAVIN,9922DP,,
CNAC8330JF,,,,HP,"COLOR LASERJET 2600N",,
General Stricker MS Removals.xlsm.csv.0  
"Serial Number","Floor Plan #",Floor,"Suite/Room Number",Manufacturer,Model,"Recommendation State","Pallet Number"
C3932035153,1-70,1,"MAIN OFFICE - RECORDS ROOM",GESTETNER,"5308L COPY PRINTER",REMOVE,
HTK14773,1-69,1,"MAIN OFFICE - COPY ROOM",CANON,"IR-ADV 6075",REMOVE,
C3932035068,1-57,1,"COPY ROOM",GESTETNER,"5309L COPY PRINTER",REMOVE,
N8500670007,1-60,1,"COPY ROOM",SAVIN,3183DNP,REMOVE,
N8500670030,1-58,1,"COPY ROOM",SAVIN,3183DNP,REMOVE,
N8500570028,1-59,1,"COPY ROOM",SAVIN,3183DNP,REMOVE,
F2660150479,1-56,1,"COPY ROOM",GESTETNER,"5309L COPY PRINTER",REMOVE,
K8556002281,1-62,1,"NURSE'S OFFICE",SAVIN,8025,REMOVE,
M6294900087,1-64,1,"NURSE'S OFFICE",SAVIN,9033B,REMOVE,
CNB9T22266,1-67,1,"MAIN OFFICE - SECRETARY",HP,"LASERJET P2035N",REMOVE,
TH5591108K,,,,HP,"DESKJET 5740",REMOVE,
MX08G1129XNL,,,,HP,"DESKJET 648C",REMOVE,
DTG16842,,,,CANON,"IMAGECLASS D480",REMOVE,
TH4BA1711G,1-15,1,"ROOM 31",HP,"DESKJET 3845",REMOVE,
USBNG23281,1-51,1,"ROOM 61 - CHILD ASSESSMENT CENTER",HP,"LASERJET 4100N",REMOVE,
VND4832941,1-73,1,"MAIN OFFICE - LISA FOX",HP,"LASERJET P1006",REMOVE,
CN1751F0XR,1-68,1,"MAIN OFFICE - B. THANNER",HP,"OFFICEJET 6000",REMOVE,
CN0751F0J4057W,1-72,1,"MAIN OFFICE - PRINCIPAL OWENS",HP,"OFFICEJET 6000 E609A",REMOVE,
CN0751F0JP057W,1-78,1,"GUIDANCE OFFICE D - BEALES",HP,"OFFICEJET 6000 E609A",REMOVE,
CN0132R04F,1-50,1,"ROOM 61 - CHILD ASSESSMENT CENTER",HP,"OFFICEJET PRO 8000",REMOVE,
VND3T14279,1-48,1,"ROOM 60 - CHILD ASSESSMENT CENTER",HP,"LASERJET P1006",REMOVE,
USBNG23277,1-53,1,"ROOM 61 - CHILD ASSESSMENT CENTER",HP,"LASERJET 4100",REMOVE,
CNB1N04498,1-45,1,"ROOM 60 - CHILD ASSESSMENT CENTER",HP,"LASERJET P2015",REMOVE,
MY62A5Q02C,,1,"ROOM 18",HP,"DESKJET 6540",REMOVE,
USHB103821,1-63,1,"NURSE'S OFFICE",HP,"LASERJET 6L",REMOVE,
MY8C9680W5,,,,HP,"OFFICEJET PRO K5400",REMOVE,
u62674h1n557505,,,,BROTHER,HL-2270DW,REMOVE,
my01j1b0wy,1-5,1,S-6,HP,"DESKJET 810C",REMOVE,
th3ai13131,,,,HP,"DESKJET 3650",REMOVE,
cnbf161303,1-18,1,"ROOM 29",HP,"LASERJET CP1525NW",REMOVE,
usgr102541,1-19,1,"ROOM 25",HP,"LASERJET 2100",REMOVE,
usgr102508,1-10,1,"ROOM 19 CLOSET",HP,"LASERJET 2100",REMOVE,
cn17u1n0bj,1-34,1,"MUSIC OFFICE",HP,"DESKJET 845C",REMOVE,
sgdn002896,1-31,1,S-16,HP,"LASERJET 1200",REMOVE,
cnhc78q4gk,,,,HP,"COLOR LASERJET 2605DN",REMOVE,
cngc69f2py,1-49,1,"ROOM 61 - CHILD ASSESSMENT CENTER",HP,"COLOR LASERJET 2600N",REMOVE,
cntbb74497,1-7,1,LIBRARY,HP,"COLOR LASERJET 3600",REPURPOSE,
th4ce172j1,1-35,1,"MUSIC OFFICE",HP,"DESKJET 3845",REMOVE,
my6285q211,1-30,1,"ROOM 51",HP,"DESKJET 6500",REMOVE,
MY333B23FQ,,,,HP,"DIGITAL COPIER 410",REMOVE,
MX2631D176,1-74,1,"GUIDANCE COUNSELOR - MRS. JONES",HP,"DESKJET 940C",REMOVE,
Halstead Academy Removals.xlsm.csv.0  
"Serial Number","Floor Plan #",Floor,"Suite/Room Number",Department,Manufacturer,Model,"Recommendation State","Pallet Number"
VNB3M10994,1-38,1,"SOCIAL WORKER",0,HP,"LASERJET 1022n",REMOVE,
CNHC59P002,1-21,1,108,0,"HP ","LASERJET 1320n",REMOVE,
CN378DWJND05KC,1-8,1,"HEALTH ROOM",0,"HP ","OFFICEJET PRO 8600",REMOVE,
CNMBB50538,1-24,1,123,0,HP,"COLOR LASERJET 3700N",REMOVE,
U61325C0N355305,1-2,1,"MAIN OFFICE",0,BROTHER,"INTELLIFAX 2820",REMOVE,
FCNHC59P01B,1-20,1,107,0,"HP ","LASERJET 1320n",REMOVE,
CNGRG88710,1-10,1,109,0,HP,"LASERJET 2200",REMOVE,
CNG8B3V1T5,N/A,1,TEAM,0,HP,"LASERJET M1522nf",REMOVE,
CNBF174910,1-4,1,"MAIN OFFICE - ASSISTANT PRINCIPAL",0,HP,"COLOR LASERJET CP1525NW",REMOVE,
CNB0202194,1-5,1,"MAIN OFFICE - PRINCIPAL",0,HP,"COLOR LASERJET CP1518NI",REMOVE,
MY03J261NM057W,1-39,1,SPEECH,0,"HP ","OFFICEJET 6000",REMOVE,
CNBB054127,1-26,1,116,0,HP,"LASERJET 1300N",REMOVE,
CNHC59P00V,1-31,1,126,0,HP,"LASEJET 1320n",REMOVE,
VND4819303,1-28,1,119,0,HP,"LASERJET P1006",REMOVE,
CNHC59P019,1-29,1,120,0,HP,"LASERJET 1320N",REMOVE,
CNGRG88713,1-33,1,125,0,"HP ","LASERJET 2200DN",REMOVE,
CNB0202201,1-22,1,106,0,HP,"COLOR LASERJET CP1518NI",REMOVE,
CNB0202198,1-23,1,104,0,HP,"COLOR LASERJET CP1518NI",REMOVE,
CNB0202199,1-25,1,ART,0,HP,"COLOR LASERJET CP1518NI",REMOVE,
CNB0202196,1-32,1,127,0,HP,"COLOR LASERJET CP1518NI",REMOVE,
VNB3M13782,1-13,1,PSYCHOLOGIST,0,HP,"LASERJET 1022n",REMOVE,
N/A,1-18,1,"LIBRARY WORKROOM",0,CANON,IP2600,REMOVE,
MY571N71H90407,1-12,1,GUIDANCE,0,HP,"OFFICEJET 7310",REMOVE,
CNB0102217,1-15,1,K-2,0,HP,"COLOR LASERJET CP1518NI",REMOVE,
CNHC8180PN,1-11,1,114,0,HP,"COLOR LASERJET 2605DN",REMOVE,
USGN386539,N/A,1,121,0,"HP ","LASERJET 1100",REMOVE,
CNFB889519,N/A,1,"VIDEO PRODUCTION",0,HP,"LASERJET 1012",REMOVE,
9959R1R,N/A,1,"VIDEO PRODUCTION",0,"LEXMARK ",E120,REMOVE,
MY748480WT04M7,N/A,1,"VIDEO PRODUCTION",0,HP,"OFFICEJET PRO K5400",REMOVE,
Hawthorne ES Removal.xlsm.csv.0  
